Sample Size,Mean Accuracy,Std Accuracy,Mean KLD_Transition,Std KLD_Transition,Mean KLD_StartProb,Std KLD_StartProb,Mean KLD_StateDist,Std KLD_StateDist
10,0.669,0.22414596615021676,5.640326079047102,16.479023180023134,12.386634827766247,25.6424567582834,2.2152040433026556,4.653487045310369
100,0.6981,0.21907839563577108,1.2271008045534204,1.656832476563428,15.890805696839426,25.741590059299106,1.207652174542122,2.894667274004077
1000,0.7401000000000001,0.2522537803422769,1.0184553162076502,1.370019661903758,39.37059181416697,69.16400865741133,1.2971218944879561,2.9782171484227815
10000,0.7707989999999999,0.2516021287889097,0.8801085559798523,1.3288552211102254,64.51828855209547,98.437298954101,1.12611136510731,2.7633112269380304
100000,0.7753968,0.25002015010867346,0.886467008029397,1.3507269168880944,69.01238407891996,102.12473590244645,1.2951290542284597,3.1003377549385496
