accuracy,kld_transmat,kld_startprob,sample_size,seed,kld_state_distribution
0.5333333333333333,0.23462314318106087,0.22314355131420976,300,5241,0.42106250969435083
0.5333333333333333,0.23462314318106087,0.22314355131420976,300,55196,0.42106250969435083
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,11271,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,22351,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,40126,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,69601,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,51344,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,76491,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,49982,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,49835,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,51315,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,65521,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,5241,0.00432341894558947
0.6628571428571428,0.6072340243107973,0.22314355131420976,350,55196,0.00432341894558947
0.625,0.2673742040955326,0.22314355131420976,400,11271,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,22351,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,40126,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,69601,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,51344,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,76491,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,49982,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,49835,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,51315,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,65521,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,5241,0.19003715792062492
0.625,0.2673742040955326,0.22314355131420976,400,55196,0.19003715792062492
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,11271,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,22351,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,40126,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,69601,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,51344,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,76491,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,49982,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,49835,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,51315,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,65521,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,5241,0.3204874032542652
0.5888888888888889,0.21878880852153346,0.22314355131420976,450,55196,0.3204874032542652
0.598,0.19319130909164725,0.22314355131420976,500,11271,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,22351,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,40126,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,69601,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,51344,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,76491,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,49982,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,49835,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,51315,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,65521,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,5241,0.36235751454006254
0.598,0.19319130909164725,0.22314355131420976,500,55196,0.36235751454006254
0.610909090909091,0.2677821267587541,0.22314355131420976,550,11271,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,22351,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,40126,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,69601,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,51344,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,76491,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,49982,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,49835,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,51315,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,65521,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,5241,0.2834842582406143
0.610909090909091,0.2677821267587541,0.22314355131420976,550,55196,0.2834842582406143
0.59,0.22373422757979183,0.22314355131420976,600,11271,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,22351,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,40126,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,69601,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,51344,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,76491,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,49982,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,49835,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,51315,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,65521,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,5241,0.34926277432492986
0.59,0.22373422757979183,0.22314355131420976,600,55196,0.34926277432492986
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,11271,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,22351,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,40126,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,69601,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,51344,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,76491,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,49982,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,49835,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,51315,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,65521,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,5241,0.363390940804557
0.5969230769230769,0.24211660547423197,0.22314355131420976,650,55196,0.363390940804557
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,11271,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,22351,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,40126,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,69601,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,51344,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,76491,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,49982,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,49835,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,51315,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,65521,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,5241,0.42090139646831154
0.6014285714285714,0.27164223985039104,0.22314355131420976,700,55196,0.42090139646831154
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,11271,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,22351,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,40126,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,69601,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,51344,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,76491,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,49982,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,49835,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,51315,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,65521,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,5241,0.396324485149333
0.6093333333333333,0.2984694879648947,0.22314355131420976,750,55196,0.396324485149333
0.62,0.5254212977306787,0.22314355131420976,800,11271,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,22351,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,40126,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,69601,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,51344,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,76491,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,49982,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,49835,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,51315,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,65521,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,5241,0.23360108579654978
0.62,0.5254212977306787,0.22314355131420976,800,55196,0.23360108579654978
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,11271,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,22351,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,40126,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,69601,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,51344,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,76491,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,49982,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,49835,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,51315,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,65521,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,5241,0.24694814660091988
0.6129411764705882,0.43706211362224456,0.22314355131420976,850,55196,0.24694814660091988
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,11271,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,22351,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,40126,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,69601,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,51344,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,76491,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,49982,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,49835,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,51315,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,65521,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,5241,0.13729124181031768
0.6388888888888888,0.26094394152798983,0.22314355131420976,900,55196,0.13729124181031768
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,11271,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,22351,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,40126,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,69601,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,51344,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,76491,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,49982,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,49835,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,51315,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,65521,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,5241,0.06598885641142976
0.6505263157894737,0.2236125734553838,0.22314355131420976,950,55196,0.06598885641142976
0.651,0.14718724233490948,0.22314355131420976,1000,11271,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,22351,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,40126,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,69601,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,51344,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,76491,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,49982,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,49835,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,51315,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,65521,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,5241,0.19934663846566128
0.651,0.14718724233490948,0.22314355131420976,1000,55196,0.19934663846566128
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,11271,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,22351,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,40126,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,69601,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,51344,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,76491,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,49982,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,49835,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,51315,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,65521,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,5241,0.21248196208980694
0.6485714285714286,0.13146366312887436,0.22314355131420976,1050,55196,0.21248196208980694
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,11271,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,22351,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,40126,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,69601,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,51344,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,76491,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,49982,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,49835,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,51315,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,65521,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,5241,0.10696335585410507
0.6372727272727273,0.2834082318139045,0.22314355131420976,1100,55196,0.10696335585410507
0.68,0.14310387991748003,0.22314355131420976,1150,11271,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,22351,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,40126,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,69601,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,51344,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,76491,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,49982,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,49835,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,51315,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,65521,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,5241,0.02366056266043727
0.68,0.14310387991748003,0.22314355131420976,1150,55196,0.02366056266043727
0.6875,0.09074384533495544,0.22314355131420976,1200,11271,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,22351,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,40126,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,69601,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,51344,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,76491,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,49982,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,49835,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,51315,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,65521,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,5241,0.0269212867051504
0.6875,0.09074384533495544,0.22314355131420976,1200,55196,0.0269212867051504
0.728,0.044434924912076165,0.22314355131420976,1250,11271,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,22351,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,40126,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,69601,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,51344,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,76491,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,49982,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,49835,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,51315,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,65521,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,5241,0.002330773821798561
0.728,0.044434924912076165,0.22314355131420976,1250,55196,0.002330773821798561
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,11271,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,22351,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,40126,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,69601,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,51344,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,76491,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,49982,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,49835,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,51315,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,65521,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,5241,0.0004813754425198359
0.7492307692307693,0.013286841416837336,0.22314355131420976,1300,55196,0.0004813754425198359
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,11271,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,22351,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,40126,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,69601,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,51344,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,76491,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,49982,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,49835,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,51315,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,65521,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,5241,0.014279707506200154
0.7585185185185185,0.011147501907545349,0.22314355131420976,1350,55196,0.014279707506200154
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,11271,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,22351,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,40126,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,69601,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,51344,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,76491,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,49982,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,49835,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,51315,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,65521,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,5241,0.02483281790226563
0.7435714285714285,0.01270649089756419,0.22314355131420976,1400,55196,0.02483281790226563
0.6958620689655173,0.02728399354731883,0.22314355131420976,1450,11271,0.0862405860416342
0.6958620689655173,0.02728399354731883,0.22314355131420976,1450,22351,0.0862405860416342
0.6958620689655173,0.02728399354731883,0.22314355131420976,1450,40126,0.0862405860416342
0.6958620689655173,0.02728399354731883,0.22314355131420976,1450,69601,0.0862405860416342
0.6958620689655173,0.02728399354731883,0.22314355131420976,1450,51344,0.0862405860416342
0.6958620689655173,0.02728399354731883,0.22314355131420976,1450,76491,0.0862405860416342
0.6958620689655173,0.02728399354731883,0.22314355131420976,1450,49982,0.0862405860416342
0.6958620689655173,0.02728399354731883,0.22314355131420976,1450,49835,0.0862405860416342
